,movies_title,director,vote_average,release_year,budget,revenue
422,Do You Believe?,Jonathan M. Gunn,7.4,2015,0,0
423,7 Days in Hell,Jake Szymanski,6.4,2015,0,0
424,Belli di papÃ ,Guido Chiesa,6.1,2015,0,0
425,Teen Beach 2,Jeffrey Hornaday,6.4,2015,0,0
426,Full Out,Sean Cisterna,7.2,2015,1379999,0
427,Narcopolis,Justin Trefgarne,4.4,2015,1379999,0
428,Staten Island Summer,Rhys Thomas,5.6,2015,0,0
429,Safelight,Tony Aloupis,5.8,2015,0,0
430,Bad Roomies,Jason Schnell,5.1,2015,0,0
431,Close Range,Isaac Florentine,5.0,2015,0,0
432,The Reconstruction of William Zero,Dan Bush,5.1,2015,0,0
433,Queen of Earth,Alex Ross Perry,5.6,2015,0,0
434,After the Ball,Sean Garrity,6.3,2015,0,148874
435,A Christmas Detour,Ron Oliver,7.0,2015,0,0
436,"What Happened, Miss Simone?",Liz Garbus,7.7,2015,0,0
437,Alex of Venice,Chris Messina,6.1,2015,0,0
438,The Eichmann Show,Paul Andrew Williams,6.2,2015,0,0
439,"People, Places, Things",Jim Strouse,6.6,2015,0,0
440,"The Death of ""Superman Lives"": What Happened?",Jon Schnepp,6.8,2015,0,0
441,Winter on Fire: Ukraine's Fight for Freedom,Evgeny Afineevsky,8.2,2015,0,0
442,Ava's Possessions,Jordan Galland,6.1,2015,0,0
443,Being Charlie,Rob Reiner,6.2,2015,0,27967
444,Containment,Neil Mcenery-West,5.6,2015,0,0
445,The Exorcism of Molly Hartley,Steven R. Monroe,5.0,2015,0,0
446,The Diabolical,Alistair Legrand,4.3,2015,0,0
447,Last Cab to Darwin,Jeremy Sims,7.0,2015,0,0
448,Intruders,Adam Schindler,5.8,2015,0,0
449,Infini,Shane Abbess,5.0,2015,0,0
450,A Christmas Melody,Mariah Carey,5.5,2015,0,0
451,Muck,Steve Wolsh,3.3,2015,0,0
452,Robert the Doll,Andrew Jones,2.6,2015,0,0
453,Bravetown,Daniel Duran,6.2,2015,0,0
454,Bite,Chad Archibald,4.9,2015,0,0
455,Taylor Swift: The 1989 World Tour - Live,Jonas Ã…kerlund,7.6,2015,0,0
456,Cosmic Scrat-tastrophe,Mike Thurmeier|Galen T. Chu,7.7,2015,0,0
457,Ghoul,Petr JÃ¡kl Jr.,4.9,2015,0,0
458,Waffle Street,Eshom Nelms|Ian Nelms,6.4,2015,0,0
459,Deep Web,Alex Winter,6.9,2015,0,0
460,A LEGO Brickumentary,Kief Davidson|Daniel Junge,6.5,2015,597999,0
461,Richard Pryor: Omit the Logic,Marina Zenovich,6.7,2015,0,0
462,Don Verdean,Jared Hess,4.0,2015,0,0
463,The Editor,Adam Brooks|Matthew Kennedy,6.0,2015,0,0
464,Nasty Baby,SebastiÃ¡n Silva,5.0,2015,0,0
465,Bitter Lake,Adam Curtis,7.8,2015,0,0
466,June,L. Gustavo Cooper,4.0,2015,0,0
467,The Overnight,Patrick Brice,5.9,2015,0,1011999
468,The Rise of the Krays,Zackary Adler,4.7,2015,2299998,0
469,Smosh: The Movie,Alex Winter,5.3,2015,0,0
470,Keepers of the Covenant: Making Exodus: Gods and Kings,Charles de Lauzirika,5.5,2015,0,0
471,è§£æ•‘å´å…ˆç”Ÿ,Ding Sheng,6.4,2015,0,0
472,The Quiet Hour,StÃ©phanie Joalland,5.3,2015,0,0
473,Lost in the Sun,Trey Nelson,5.5,2015,0,0
474,Results,Andrew Bujalski,5.1,2015,0,96146
475,Addicted to Fresno,Jamie Babbit,4.8,2015,0,0
476,Listening,Khalil Sullins,5.3,2015,0,0
477,Jack of the Red Hearts,Janet Grillo,7.0,2015,0,0
478,Absolution,Keoni Waxman,5.0,2015,0,0
479,American Hero,Nick Love,5.2,2015,0,0
480,The Condemned 2,Roel ReinÃ©,4.0,2015,0,0
481,Bound,Jared Cohn,3.1,2015,0,0
482,Re-Kill,Valeri Milev,4.7,2015,8739996,0
483,SuperBob,Jon Drever,5.4,2015,0,0
484,A Hitman in London,Ara Paiaya,4.6,2015,0,0
485,Regular Show: The Movie,J.G. Quintel,7.4,2015,2759998,0
486,If There Be Thorns,Nancy Savoca,5.4,2015,0,0
487,Pod,Mickey Keating,4.2,2015,0,0
488,To Write Love on Her Arms,Nathan Frankowski,6.9,2015,3127998,0
489,Hungry Hearts,Saverio Costanzo,6.2,2015,0,6367
490,The Funhouse Massacre,Andy Palmer,6.1,2015,0,0
491,Extraordinary Tales,Raul Garcia,5.4,2015,0,0
492,War Room,Alex Kendrick,6.9,2015,2759998,62366880
493,A Deadly Adoption,Rachel Goldenberg,4.4,2015,0,0
494,Ellis,JR,7.2,2015,0,0
495,Coconut Hero,Florian Cossen,7.4,2015,0,0
496,Janis: Little Girl Blue,Amy Berg,7.5,2015,0,0
497,Io che amo solo te,Marco Ponti,5.2,2015,0,0
498,Unknown Caller,Amariah Olson|Obin Olson,6.2,2015,0,0
499,The Inhabitants,Shawn Rasmussen|Michael Rasmussen,3.5,2015,0,0
500,Amy Schumer: Live at the Apollo,Chris Rock,7.5,2015,0,0
501,Glassland,Gerard Barrett,3.5,2015,0,0
502,Whitney,Angela Bassett,4.7,2015,0,0
503,Heaven Knows What,Ben Safdie|Joshua Safdie,6.9,2015,0,0
504,Keith Richards: Under the Influence,Morgan Neville,6.4,2015,0,0
505,Landmine Goes Click,Levan Bakhia,5.7,2015,919999,0
506,Hellions,Bruce McDonald,3.5,2015,0,0
507,13 Cameras,Victor Zarcoff,6.2,2015,0,0
508,Bastard,Patrick Robert Young|Powell Robinson,6.2,2015,0,0
509,Strange Blood,Chad Michael Ward,4.1,2015,0,0
510,Jurassic City,Sean Cain,5.7,2015,0,0
511,6 Years,Hannah Fidell,5.5,2015,0,0
512,I Am Chris Farley,Brent Hodge|Derik Murray,7.0,2015,0,0
513,Chloe and Theo,Ezna Sands,6.7,2015,0,0
514,All Things Must Pass,Colin Hanks,7.0,2015,0,0
515,Capsule,Andrew Martin,5.3,2015,1195999,0
516,The Nightmare,Rodney Ascher,5.7,2015,0,26018
517,Tangerine,Sean Baker,7.0,2015,0,0
518,Nightlight,Scott Beck,3.9,2015,0,0
519,"Stockholm, Pennsylvania",Nikole Beckwith,4.9,2015,0,0
520,Power/Rangers,Joseph Kahn,7.4,2015,0,0
521,Appropriate Behavior,Desiree Akhavan,5.8,2015,0,0
522,See You In Valhalla,Jarret Tarnol,5.6,2015,0,0
523,The True Cost,Andrew Morgan,7.6,2015,0,0
524,"Kumiko, the Treasure Hunter",David Zellner,6.2,2015,0,0
525,Invisible Sister,Paul Hoen,6.5,2015,0,0
526,The Forbidden Room,Guy Maddin|Evan Johnson,5.7,2015,0,0
527,Finders Keepers,Bryan Carberry|J. Clay Tweel,5.7,2015,0,0
528,Merry Kissmas,Michael Feifer,7.6,2015,0,0
529,Most Likely to Die,Anthony DiBlasi,4.2,2015,0,0
530,A Girl Like Her,Amy S. Weber,7.3,2015,0,0
531,Private Number,LazRael Lison,3.5,2015,0,0
532,Iliza Shlesinger: Freezing Hot,,6.6,2015,0,0
533,The Barber,Basel Owies,5.8,2015,0,0
534,James White,Josh Mond,5.2,2015,0,0
535,Hitchcock/Truffaut,Kent Jones,7.2,2015,0,0
536,A Faster Horse,David Gelb,8.0,2015,0,0
537,Amnesiac,Michael Polish,4.1,2015,2759998,0
538,The Mask You Live In,Jennifer Siebel Newsom,8.9,2015,0,0
539,Soaked in Bleach,Benjamin Statler,7.2,2015,0,0
540,And Then There Were None,Craig Viveiros,7.7,2015,0,0
541,Bloodsucking Bastards,Brian James O'Connell,5.5,2015,0,0
542,The Culling,Rustam Branaman,3.2,2015,0,0
543,Comedy Central Roast of Justin Bieber,Joel Gallen,7.0,2015,0,0
544,Boy Meets Girl,Eric Schaeffer,7.4,2015,0,0
545,Listen to Me Marlon,Stevan Riley,7.0,2015,0,0
546,The Ouija Experiment 2: Theatre of Death,Israel Luna,2.4,2015,0,0
547,Walt Before Mickey,Khoa LÃª,6.2,2015,0,0
548,Sense8: Creating the World,,7.5,2015,0,0
549,Big Sky,Jorge Michel Grau,4.2,2015,0,0
550,The Fear of 13,David Sington,8.2,2015,0,0
551,Dior and I,FrÃ©dÃ©ric Tcheng,7.5,2015,0,0
552,Ominous,Peter Sullivan,5.1,2015,0,0
553,Doctor Who: The Husbands of River Song,Douglas Mackinnon,8.0,2015,0,0
554,Call Me Lucky,Bobcat Goldthwait,7.3,2015,0,0
555,Tiger House,Tom Daley,5.3,2015,0,0
556,With This Ring,,6.5,2015,0,0
557,Brothers,Karan Malhotra,6.3,2015,0,0
558,Anguish,Sonny Mallhi,3.8,2015,0,0
559,Childhood's End,Nick Hurran,6.2,2015,0,0
560,Digging Up the Marrow,Adam Green,5.4,2015,0,0
561,Naomi and Ely's No Kiss List,Kristin Hanggi,6.0,2015,0,0
562,The Cokeville Miracle,T.C. Christensen,5.1,2015,0,0
563,They Found Hell,Nick Lyon,4.6,2015,0,0
564,Junun,Paul Thomas Anderson,7.3,2015,0,0
565,The Chosen,Ben Jehoshua,5.2,2015,0,0
566,The Flintstones & WWE: Stone Age Smackdown,Spike Brandt|Tony Cervone,5.5,2015,0,0
567,Chris Tucker: Live,Phil Joanou,6.7,2015,0,0
568,VANish,Bryan Bockbrader,4.0,2015,0,0
569,Harry Price: Ghost Hunter,Alex Pillai,5.3,2015,0,0
570,Brotherly Love,Jamal Hill,7.4,2015,1747999,0
571,Wildlike,Frank Hall Green,6.5,2015,0,0
572,The Audition,Martin Scorsese,6.1,2015,0,0
573,Louis C.K.: Live at The Comedy Store,Louis C.K.,7.7,2015,0,0
574,The Wolfpack,Crystal Moselle,6.9,2015,0,1197559
575,The Challenger,Kent Moran,5.3,2015,0,0
576,Aziz Ansari: Live at Madison Square Garden,Aziz Ansari,7.1,2015,0,0
577,Bleeding Heart,Diane Bell,4.8,2015,0,0
578,Requiem for the American Dream,Jared P. Scott|Peter D. Hutchison|Kelly Nyks,7.8,2015,0,41119
579,3 Nights in the Desert,Gabriel Cowan,3.8,2015,0,0
580,The House on Pine Street,Aaron Keeling|Austin Keeling,3.8,2015,0,0
581,Slow Learners,Don Argott|Sheena M. Joyce,6.0,2015,0,0
582,Welcome to Leith,Christopher K. Walker|Michael Beach Nichols,6.7,2015,0,0
583,Stonewall,Roland Emmerich,5.6,2015,12419994,172660
584,The Phoenix Incident,Keith Arem,5.9,2015,0,0
585,Contracted: Phase II,Josh Forbes,5.0,2015,0,0
586,Penis Boy,James Healey,3.3,2015,9,0
587,The Hunting Ground,Kirby Dick,7.8,2015,0,0
588,One & Two,Andrew Droz Palermo,5.0,2015,0,0
589,Tig,Kristina Goolsby|Ashley York,7.2,2015,0,0
590,Christmas Incorporated,Jonathan Wright,6.9,2015,0,0
591,Submerged,Steven C. Miller,4.6,2015,0,0
592,Hurricane of Fun: The Making of Wet Hot,Amy Rice,6.8,2015,0,0
593,Gascoigne,Jane Preston,6.0,2015,0,0
594,One Soldier's Story: The Journey of American Sniper,Gary Leva,5.6,2015,0,0
595,Deep Dark,Michael Medaglia,4.6,2015,0,0
596,Best of Enemies,Robert Gordon|Morgan Neville,7.2,2015,919999,0
597,Vendetta,Jen Soska|Sylvia Soska,5.9,2015,0,0
598,Breaking Through,John Swetnam,5.7,2015,0,0
599,The Stranger,Guillermo Amoedo,4.9,2015,0,0
600,Star Wars: TIE Fighter,Paul Johnson,7.6,2015,0,0
601,Dough,John Goldschmidt,4.9,2015,0,0
602,The Bad Education Movie,Elliot Hegarty,5.2,2015,0,0
603,Student Bodies,Andrew Drazek,6.0,2015,0,0
604,The Subjects,Robert Mond,4.7,2015,0,0
605,Walking with the Dead,Scott Dow,3.9,2015,0,0
606,Floride,Philippe Le Guay,6.3,2015,0,0
607,The Outskirts,Peter Hutchings,4.0,2015,0,0
608,Twinsters,Samantha Futerman|Ryan Miyamoto,7.4,2015,0,0
609,The Jinx: The Life and Deaths of Robert Durst,Andrew Jarecki,8.4,2015,0,0
610,The Curse of Downers Grove,Derick Martini,4.2,2015,1839999,0
611,World of Tomorrow,Don Hertzfeldt,8.2,2015,0,0
612,Dawg Fight,Billy Corben,6.4,2015,0,0
613,King Jack,Felix Thompson,6.8,2015,0,0
614,The Suicide Theory,Dru Brown,6.5,2015,0,0
615,Stalked By My Neighbor,Doug Campbell,5.5,2015,0,0
616,The Outfield,Michael Goldfine,6.6,2015,0,0
617,Buzzard,Joel Potrykus,6.1,2015,0,12589
618,The Gamechangers,Owen Harris,7.0,2015,0,0
619,Residue,Alex Garcia Lopez,4.5,2015,0,0
620,All Hallows' Eve 2,Antonio Padovan|Bryan Norton|Marc Roussel|Ryan Patch|Jay Holben|Jon Kondelik|James Kondelik|Elias Benavidez|Mike Kochansky|Andreas Borghi,5.0,2015,0,0
621,Always Watching: A Marble Hornets Story,James Moran,4.2,2015,0,0
622,A Ballerina's Tale,Nelson George,6.0,2015,0,0
623,Man vs. Snake,Tim Kinzy|Andrew Seklir,6.8,2015,0,0
624,Once I Was a Beehive,Maclain Nelson,6.5,2015,0,674042
625,John Mulaney: The Comeback Kid,Rhys Thomas,6.7,2015,0,0
626,Meet the Patels,Geeta Patel|Ravi Patel,6.7,2015,0,0
627,I Hate Christian Laettner,Rory Karpf,6.7,2015,0,0
628,The Emperor's New Clothes,Michael Winterbottom,6.1,2015,0,0
629,Interstellar,Christopher Nolan,8.0,2014,151980023,572690645
630,Guardians of the Galaxy,James Gunn,7.9,2014,156585478,712291130
631,Captain America: The Winter Soldier,Joe Russo|Anthony Russo,7.6,2014,156585478,658365092
632,John Wick,Chad Stahelski|David Leitch,7.0,2014,18421821,72526614
633,The Hunger Games: Mockingjay - Part 1,Francis Lawrence,6.6,2014,115136381,692752790
634,The Hobbit: The Battle of the Five Armies,Peter Jackson,7.1,2014,230272762,879752289
635,Big Hero 6,Don Hall|Chris Williams,7.8,2014,151980023,600648487
636,The Imitation Game,Morten Tyldum,8.0,2014,12895274,215126072
637,The Maze Runner,Wes Ball,7.0,2014,31317095,320834306
638,Birdman,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,7.3,2014,16579638,95070499
639,Gone Girl,David Fincher,7.9,2014,56186554,340186892
640,Fury,David Ayer,7.4,2014,62634191,195103577
641,Night at the Museum: Secret of the Tomb,Shawn Levy,6.1,2014,116978563,321851579
642,Divergent,Neil Burger,6.9,2014,78292739,265963102
643,X-Men: Days of Future Past,Bryan Singer,7.6,2014,230272762,687133923
644,Lucy,Luc Besson,6.3,2014,36843642,426796807
645,Teenage Mutant Ninja Turtles,Jonathan Liebesman,5.8,2014,115136381,439544649
646,Sex Tape,Jake Kasdan,5.3,2014,36843642,116121496
647,Nightcrawler,Dan Gilroy,7.6,2014,7829273,35643660
648,Transformers: Age of Extinction,Michael Bay,5.9,2014,193429120,226127852
649,The Grand Budapest Hotel,Wes Anderson,7.9,2014,27632731,160822790
650,Whiplash,Damien Chazelle,8.2,2014,3039600,12888912
651,Dawn of the Planet of the Apes,Matt Reeves,7.4,2014,156585478,652316682
652,The Equalizer,Antoine Fuqua,7.2,2014,50660007,177154121
653,Horrible Bosses 2,Sean Anders,6.1,2014,38685824,98230083
654,The Amazing Spider-Man 2,Marc Webb,6.6,2014,184218210,650030010
655,Edge of Tomorrow,Doug Liman,7.7,2014,163954207,341302234
656,The Interview,Evan Goldberg|Seth Rogen,6.1,2014,40528006,10413095
657,American Sniper,Clint Eastwood,7.5,2014,54160153,499514514
658,Exodus: Gods and Kings,Ridley Scott,5.6,2014,128952747,246881718
659,Godzilla,Gareth Edwards,6.2,2014,147374568,487327232
660,Maleficent,Robert Stromberg,7.0,2014,165796389,698565011
661,The November Man,Roger Donaldson,6.0,2014,13816365,29987149
662,Ouija,Stiles White,4.9,2014,4605455,94439261
663,How to Train Your Dragon 2,Dean DeBlois,7.7,2014,133558202,561057788
664,It Follows,David Robert Mitchell,6.6,2014,1842182,12434729
665,The Expendables 3,Patrick Hughes,6.2,2014,82898194,189903685
666,The Lego Movie,Phil Lord|Christopher Miller,7.5,2014,55265463,432139714
667,The Loft,Erik Van Looy,6.4,2014,11974183,0
668,Seventh Son,Sergey Bodrov,5.1,2014,87503649,105168898
669,The Theory of Everything,James Marsh,7.8,2014,13816365,111638022
670,Let's Be Cops,Luke Greenfield,6.4,2014,15658547,125840630
671,Dracula Untold,Gary Shore,6.1,2014,64476373,198522018
672,Penguins of Madagascar,Simon J. Smith|Eric Darnell,6.5,2014,121584018,344075490
673,Into the Woods,Rob Marshall,5.6,2014,46054552,196102469
674,300: Rise of an Empire,Noam Murro,6.1,2014,101320015,310941963
675,The Giver,Phillip Noyce,6.3,2014,23027276,61695098
676,22 Jump Street,Phil Lord|Christopher Miller,7.0,2014,46054552,173571884
677,A Walk Among the Tombstones,Scott Frank,6.2,2014,25790549,48985095
678,Paddington,Paul King,7.1,2014,50660007,238753457
679,Cake,Daniel Barnz,6.1,2014,6447637,2174033
680,Chef,Jon Favreau,7.2,2014,10132001,42340653
681,The Purge: Anarchy,James DeMonaco,6.6,2014,8289819,100198906
682,Left Behind,Vic Armstrong,3.8,2014,14737456,18129765
683,Boyhood,Richard Linklater,7.6,2014,3684364,40849467
684,A Most Violent Year,J.C. Chandor,6.4,2014,18421821,11059604
685,Hercules,Brett Ratner,5.6,2014,92109105,224193561
686,Noah,Darren Aronofsky,5.5,2014,115136381,334022131
687,The Judge,David Dobkin,7.2,2014,46054552,77113179
688,Drive Hard,Brian Trenchard-Smith,4.0,2014,11053092,0
689,Blended,Frank Coraci,6.7,2014,36843642,113749780
690,Neighbors,Nicholas Stoller,6.2,2014,16579638,246997381
691,If I Stay,R.J. Cutler,7.2,2014,10132001,72650912
692,Step Up All In,Trish Sie,6.7,2014,41449097,79366405
693,"Love, Rosie",Christian Ditter,7.6,2014,0,4089120
694,The Fault in Our Stars,Josh Boone,7.8,2014,11053092,281072099
695,I Origins,Mike Cahill,7.5,2014,0,309921
696,Ride Along,Tim Story,6.1,2014,23027276,141846012
697,The Captive,Atom Egoyan,5.8,2014,0,990336
698,Inherent Vice,Paul Thomas Anderson,6.3,2014,18421821,10234219
699,Jack Ryan: Shadow Recruit,Kenneth Branagh,5.9,2014,55265463,46560330
700,Non-Stop,Jaume Collet-Serra,6.8,2014,46054552,205227928
701,Predestination,Michael Spierig|Peter Spierig,7.2,2014,5066000,2763273
702,AutÃ³mata,Gabe IbÃ¡Ã±ez,5.4,2014,6447637,0
703,Mythica: A Quest for Heroes,Anne K. Black,5.3,2014,0,0
704,The Drop,MichaÃ«l R. Roskam,6.6,2014,11605747,17186067
705,RoboCop,JosÃ© Padilha,5.7,2014,110530926,220490244
706,Transcendence,Wally Pfister,5.9,2014,92109105,94908538
707,The Other Woman,Nick Cassavetes,6.2,2014,36843642,181253395
708,Mr. Peabody & Sherman,Rob Minkoff,6.8,2014,133558202,251377196
709,A Merry Friggin' Christmas,Tristram Shapeero,4.7,2014,0,0
710,Sin City: A Dame to Kill For,Frank Miller|Robert Rodriguez,6.2,2014,59870918,36298002
711,Tinker Bell and the Legend of the NeverBeast,Steve Loter,7.0,2014,0,0
712,Rio 2,Carlos Saldanha,6.5,2014,94872378,460719091
713,Dumb and Dumber To,Bobby Farrelly|Peter Farrelly,5.5,2014,36843642,156435350
714,Before I Go to Sleep,Rowan Joffe,6.1,2014,0,13872052
715,The Monuments Men,George Clooney,5.7,2014,64476373,142754407
716,Unbroken,Angelina Jolie,7.2,2014,59870918,150545826
717,Selma,Ava DuVernay,7.5,2014,18421821,61517744
718,Mommy,Xavier Dolan,8.0,2014,4513346,3218356
719,Escobar: Paradise Lost,Andrea Di Stefano,6.2,2014,15658547,0
720,Tinker Bell and the Pirate Fairy,Peggy Holmes,6.5,2014,0,18698148
721,Wild,Jean-Marc VallÃ©e,6.9,2014,13816365,48358699
722,Pompeii,Paul W.S. Anderson,5.1,2014,119741836,108533660
723,The Best of Me,Michael Hoffman,7.2,2014,23948367,33091313
724,Annie,Will Gluck,6.1,2014,59870918,123262077
725,Stonehearst Asylum,Brad Anderson,6.6,2014,0,0
726,The Book of Life,Jorge R. Gutierrez,7.3,2014,46054552,89748446
727,St. Vincent,Theodore Melfi,7.1,2014,11974183,50510085
728,Need for Speed,Scott Waugh,6.2,2014,60792009,187237211
729,Two Night Stand,Max Nichols,6.3,2014,0,17143
730,Good People,Henrik Ruben Genz,5.2,2014,0,0
731,The Hundred-Foot Journey,Lasse HallstrÃ¶m,7.2,2014,20264003,81867328
732,The Boxtrolls,Graham Annable|Anthony Stacchi,6.6,2014,55265463,99713420
733,Big Eyes,Tim Burton,6.8,2014,9210910,26604343
734,The Prince,Brian A Miller,4.6,2014,16579638,245550715
735,Black Sea,Kevin Macdonald,6.3,2014,0,1079112
736,Song of the Sea,Tomm Moore,8.0,2014,0,789855
737,Marvel One-Shot: All Hail the King,Drew Pearce,7.1,2014,0,0
738,The Signal,William Eubank,5.8,2014,3684364,553479
739,White Bird in a Blizzard,Gregg Araki,6.1,2014,0,0
740,Into the Storm,Steven Quale,5.7,2014,46054552,147929243
741,Outcast,Nick Powell,4.4,2014,23027276,0
742,3 Days to Kill,McG,6.0,2014,25790549,0
743,Planes: Fire & Rescue,Roberts Gannaway,5.9,2014,46054552,139237453
744,'71,Yann Demange,6.6,2014,0,1497553
745,Sabotage,David Ayer,5.4,2014,32238186,16126939
746,A Million Ways to Die in the West,Seth MacFarlane,5.9,2014,0,0
747,The Forger,Philip Martin,5.3,2014,0,0
748,Frank,Lenny Abrahamson,6.8,2014,0,594275
749,Camp X-Ray,Peter Sattler,6.7,2014,921091,0
750,No Good Deed,Sam Miller,5.8,2014,12158401,49582713
751,Still Alice,Richard Glatzer|Wash Westmoreland,7.5,2014,4605455,38499379
752,"As Above, So Below",John Erick Dowdle,6.1,2014,4605455,36935751
753,Foxcatcher,Bennett Miller,6.5,2014,22106185,11141793
754,Playing It Cool,Justin Reardon,5.6,2014,0,0
755,Endless Love,Shana Feste,6.6,2014,18421821,31388867
756,The Rover,David MichÃ´d,6.0,2014,11283365,2114293
757,Think Like a Man Too,Tim Story,6.2,2014,22106185,64643485
758,Suite FranÃ§aise,Saul Dibb,6.9,2014,13816365,8386272
759,The Two Faces of January,Hossein Amini,5.4,2014,0,4151783
760,Walk of Shame,Steven Brill,5.7,2014,13816365,54536
761,Enemy,Denis Villeneuve,6.6,2014,0,3128693
762,Annabelle,John R. Leonetti,5.6,2014,5987091,235130424
763,Echoes,Nils Timm,3.3,2014,0,0
764,Maya the Bee Movie,Alexs Stadermann,5.6,2014,0,0
765,"I, Frankenstein",Stuart Beattie,5.1,2014,59870918,65539857
766,That Awkward Moment,Tom Gormican,6.0,2014,7368728,23993576
767,Palo Alto,Gia Coppola,6.4,2014,0,0
768,Draft Day,Ivan Reitman,6.5,2014,24869458,26556109
769,Brick Mansions,Camille Delamarre,5.8,2014,25790549,63460252
770,The Babadook,Jennifer Kent,6.5,2014,1842182,6149637
771,Tammy,Ben Falcone,5.1,2014,18421821,92593075
772,Boychoir,FranÃ§ois Girard,6.5,2014,0,0
773,Serena,Susanne Bier,5.4,2014,0,162472
774,Testament of Youth,James Kent,7.0,2014,0,1678458
775,American Heist,Sarik Andreasyan,4.3,2014,9210910,0
776,Bullet,Nick Lyon,4.4,2014,2763273,0
777,The Skeleton Twins,Craig Johnson,6.7,2014,0,4867329
778,Salting the Battlefield,David Hare,6.3,2014,0,0
779,The Calling,Jason Stone,5.7,2014,0,0
780,Winter's Tale,Akiva Goldsman,5.9,2014,55265463,28369817
781,Pride,Matthew Warchus,7.7,2014,0,6929951
782,Laggies,Lynn Shelton,6.1,2014,0,0
783,The Guest,Adam Wingard,6.6,2014,4605455,2180370
784,Frontera,Michael Berry,6.1,2014,0,0
785,The Cobbler,Tom McCarthy,5.4,2014,0,0
786,Blue Ruin,Jeremy Saulnier,6.7,2014,0,237995
787,How to Make Love Like an Englishman,Tom Vaughan,5.5,2014,0,0
788,The Water Diviner,Russell Crowe,6.8,2014,20724548,14295354
789,The Green Inferno,Eli Roth,4.8,2014,4605455,6294225
790,Magic in the Moonlight,Woody Allen,6.3,2014,0,29787463
791,Kite,Ralph Ziman,4.2,2014,0,0
792,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Miguel Arteta,6.2,2014,25790549,92711635
793,This Is Where I Leave You,Shawn Levy,6.5,2014,18237602,38037670
794,The Homesman,Tommy Lee Jones,6.2,2014,14737456,2238241
795,Son of a Gun,Julius Avery,6.1,2014,0,0
796,Cold in July,Jim Mickle,6.3,2014,0,393690
797,The Double,Richard Ayoade,6.4,2014,0,184592
798,The Nut Job,Peter Lepeniotis,5.4,2014,0,0
799,Skin Trade,Ekachai Uekrongtham,5.6,2014,8289819,0
800,Open Windows,Nacho Vigalondo,5.1,2014,0,0
801,Big Game,Jalmari Helander,5.2,2014,7829273,6908182
802,The Bag Man,David Grovic,5.0,2014,0,52109
803,Jersey Boys,Clint Eastwood,6.7,2014,36843642,62032730
804,About Last Night,Steve Pink,5.8,2014,11513638,45135933
